id,title,link
201912030542,DayZ Update 1.06,https://dayz.com/article/game-update/DayZ-Update-1-06
201912030538,DayZ Livonia is OUT NOW,https://dayz.com/article/general/dayz-livonia-is-out-now
201911151603,On the Road to Livonia!,https://dayz.com/article/general/on-the-road-to-livonia
201910311900,DayZ Livonia PC Open Beta,https://dayz.com/article/general/DayZ-Livonia-PC-Open-Beta
201910031400,Xbox/PlayStation Update 1.05,https://dayz.com/article/game-update/xbox-playstation-update-1-05
201912030542,DayZ Update 1.06,https://dayz.com/article/game-update/DayZ-Update-1-06
201912030538,DayZ Livonia is OUT NOW,https://dayz.com/article/general/dayz-livonia-is-out-now
201911151603,On the Road to Livonia!,https://dayz.com/article/general/on-the-road-to-livonia
201910311900,DayZ Livonia PC Open Beta,https://dayz.com/article/general/DayZ-Livonia-PC-Open-Beta
201910031400,Xbox/PlayStation Update 1.05,https://dayz.com/article/game-update/xbox-playstation-update-1-05
201909250001,New map for DayZ is coming soon,https://dayz.com/search?tags=2
201909031548,PC Stable Update 1.05,https://dayz.com/search?tags=4
201908071403,Xbox/PlayStation Update 1.04,https://dayz.com/search?tags=2
201907241621,Private Console Servers Pre-Order and FAQ,https://dayz.com/search?tags=2
201907161345,Status Report - July 2019,https://dayz.com/search?tags=2
201906261855,PC Stable Update 1.04,https://dayz.com/search?tags=4
201905280700,DayZ is launching on PlayStation 4!,https://dayz.com/search?tags=19
201905151300,PC Stable Update 1.03,https://dayz.com/search?tags=4
201904251330,Xbox Update 1.02,https://dayz.com/search?tags=2
201904030215,PC Stable Update 1.02,https://dayz.com/article/game-update/PC-Stable-Update-1.02
201903271859,Xbox Launch Update 1.01,https://dayz.com/search?tags=2
201903262145,The Xbox One launch FAQ!,https://dayz.com/search?tags=2
201903122315,DayZ 1.0 is launching on Xbox One on March 27th!,https://dayz.com/search?tags=2
201902220406,Community Spotlight - 22 February 2019,https://dayz.com/search?tags=2
201902130415,PC Stable Update 1.01,https://dayz.com/search?tags=4
201901250208,Status Report - January 2019,https://dayz.com/search?tags=2
201901231046,Community Spotlight - 24 January 2019,https://dayz.com/search?tags=2
201901181615,Xbox Feedback Round - January 2019,https://dayz.com/search?tags=2
201901171340,Stable Update 1.0.150192,https://dayz.com/search?tags=4
201812211406,DayZ - Moving into 2019,https://dayz.com/search?tags=4
201812201111,DayZ 5 Year Anniversary Event,https://dayz.com/search?tags=4
201812132006,9 Survival Tips for New DayZ Players,https://dayz.com/search?tags=4
201812130000,DayZ 1.0 is now live on Steam! Free Weekend inbound!,https://dayz.com/search?tags=4
201812071900,DayZ 1.0 launches December 13th on Steam!,https://dayz.com/article/general/dayz-1-0-launches-december-13th-on-steam
201811301233,Xbox Development Briefing - 30 November 2018,https://dayz.com/search?tags=2
201811230936,Stable Update 0.63.149525,https://dayz.com/search?tags=4
201811201129,Status Report - 20 November 2018,https://dayz.com/search?tags=4
201811180552,Community Spotlight - 19 November 2018,https://dayz.com/search?tags=2
201811160547,Xbox Development Briefing - November 16 2018,https://dayz.com/search?tags=2
201811070543,DayZ is entering BETA on PC,https://dayz.com/search?tags=4
201811060539,Status Report - 6 November 2018,https://dayz.com/search?tags=4
201810281250,Status Report - 23 October 2018,https://dayz.com/search?tags=4
201810281055,Community Spotlight - 22 October 2018,https://dayz.com/search?tags=4
201810241100,Xbox Development Briefing 24/10/2018,https://dayz.com/search?tags=2
201810160410,Community Spotlight - 8 October 2018,https://dayz.com/search?tags=4
201809251151,Status Report - 25 September 2018,https://dayz.com/article/status-report/status-report-25-september-2018
201809241231,Community Spotlight - 24 September 2018,https://dayz.com/article/community-spotlight/community-spotlight-24-september-2018
201809180000,DayZ Server Files Launch,https://dayz.com/search?tags=4
201809111251,Status Report - 11 September 2018,https://dayz.com/search?tags=4
201809110109,Experimental Content Update,https://dayz.com/article/developer-updates/experimental-content-update
201808290116,DayZ is out now on Xbox Game Preview!,https://dayz.com/article/developer-updates/dayz-is-out-now-on-xbox-game-preview
201808280119,Status Report - 28 August 2018,https://dayz.com/search?tags=6
201808150157,A first look at DayZ Modding,https://dayz.com/article/developer-updates/a-first-look-at-dayz-modding
201808140203,Status Report - 14 August 2018,https://dayz.com/article/status-report/status-report-14-august-2018
201807310234,Status Report - 31 July 2018,https://dayz.com/search?tags=2
